cnn_key,midblock_rows,midblock_measure_types,midblock_n_measure_types,midblock_units_total,midblock_first_install_dt,midblock_last_install_dt,midblock_complete_rows,midblock_has_complete,midblock_statuses,midblock_neighborhoods,latest_pci_score,latest_pci_change_dt,latest_functional_class,has_latest_pci,midblock_age_days_as_of_latest_pci
2311000,1,['3-Lump Speed Cushion'],1,1.0,2023-11-01,2023-11-01,1,True,['Complete'],['Lone Mountain'],83.0,2025-08-17 08:20:45,Collector,True,655.0
2323000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Inner Richmond'],74.0,2025-08-02 08:20:45,Residential,True,
2325000,1,['Speed Hump'],1,1.0,2020-01-01,2020-01-01,1,True,['Complete'],['Inner Richmond'],78.0,2025-08-02 08:20:45,Residential,True,2040.0
2368000,1,['Speed Hump'],1,2.0,2021-03-01,2021-03-01,1,True,['Complete'],['Anza Vista'],93.0,2025-09-15 08:45:57,Residential,True,1659.0
2369000,1,['Speed Hump'],1,1.0,,,1,True,['Complete'],['Anza Vista'],93.0,2025-09-15 08:45:57,Residential,True,
2372000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Silver Terrace'],68.0,2025-09-29 09:11:14,Residential,True,
2375000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Holly Park'],89.0,2025-09-15 08:45:57,Residential,True,
2376000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Holly Park'],90.0,2025-09-15 08:45:57,Residential,True,
2378000,1,['3-Lump Speed Cushion'],1,2.0,2024-07-01,2024-07-01,1,True,['Complete'],['Balboa Terrace'],85.0,2025-09-17 09:11:14,Residential,True,443.0
2391000,1,[],0,,,,0,False,['Data collection and evaluation'],['Glen Park'],78.0,2025-09-29 09:11:15,Residential,True,
2396000,1,['Speed Hump'],1,2.0,2021-03-01,2021-03-01,1,True,['Complete'],['Merced Heights'],76.0,2025-09-15 08:45:57,Collector,True,1659.0
2416000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Presidio Heights'],91.0,2025-08-17 08:20:46,Arterial,True,
2440000,1,['5-Lump Speed Cushion'],1,3.0,2016-07-01,2016-07-01,1,True,['Complete'],['Potrero Hill'],72.0,2025-09-25 09:11:15,Residential,True,3373.0
2459000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Bayview'],84.0,2025-09-21 09:11:16,Residential,True,
2460000,1,[],0,,,,0,False,['Pending design review and approval'],['Bayview District'],88.0,2024-09-01 07:45:46,Residential,True,
2461000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Bayview'],82.0,2025-09-21 09:11:16,Residential,True,
2484101,1,['Speed Radar Sign'],1,1.0,,,1,True,['Complete'],['Bernal Heights North'],62.0,2025-09-15 08:46:19,Arterial,True,
2492000,1,['3-Lump Speed Cushion'],1,2.0,2018-04-01,2018-04-01,1,True,['Complete'],['Noe Valley'],100.0,2025-01-23 00:00:00,Residential,True,2489.0
2514000,1,['5-Lump Speed Cushion'],1,2.0,2020-10-01,2020-10-01,1,True,['Complete'],['Haight Ashbury'],57.0,2025-07-09 08:20:47,Residential,True,1742.0
2517000,1,['Striping'],1,1.0,2014-01-01,2014-01-01,1,True,['Complete'],['Parnassus - Ashbury Heights'],86.0,2025-09-28 09:11:16,Residential,True,4288.0
2522000,1,['Speed Hump'],1,1.0,2015-04-01,2015-04-01,1,True,['Complete'],['Merced Heights'],69.0,2025-09-15 08:45:57,Residential,True,3820.0
2524000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Ingleside'],82.0,2025-09-14 09:11:16,Residential,True,
2525000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Ingleside'],85.0,2025-09-14 09:11:17,Residential,True,
2531000,2,"['Speed Bump', 'Speed Cushion']",2,3.0,,,0,False,"['Obsolete', 'Pending construction']",['Excelsior'],77.0,2025-09-15 08:45:57,Residential,True,
2536000,1,['Speed Hump'],1,2.0,2020-06-01,2020-06-01,1,True,['Complete'],['Excelsior'],93.0,2025-09-15 08:45:57,Residential,True,1932.0
2539000,1,['Speed Hump'],1,1.0,2007-06-01,2007-06-01,1,True,['Complete'],['Excelsior'],91.0,2025-09-15 08:45:57,Residential,True,6681.0
2543000,1,['3-Lump Speed Cushion'],1,1.0,2022-03-01,2022-03-01,1,True,['Complete'],['Crocker Amazon'],83.0,2025-09-15 08:45:58,Residential,True,1294.0
2556000,1,['3-Lump Speed Cushion'],1,1.0,2023-08-01,2023-08-01,1,True,['Complete'],['Excelsior'],93.0,2025-09-15 08:45:58,Residential,True,776.0
2561000,1,['3-Lump Speed Cushion'],1,1.0,2023-08-01,2023-08-01,1,True,['Complete'],['Excelsior'],83.0,2025-09-15 08:45:58,Residential,True,776.0
2562000,1,['3-Lump Speed Cushion'],1,1.0,2023-08-01,2023-08-01,1,True,['Complete'],['Excelsior'],81.0,2025-09-15 08:45:58,Residential,True,776.0
2581000,1,['5-Lump Speed Cushion'],1,1.0,2025-05-01,2025-05-01,1,True,['Complete'],['Portola'],95.0,2025-09-15 08:45:58,Collector,True,137.0
2582000,1,['5-Lump Speed Cushion'],1,1.0,2025-05-01,2025-05-01,1,True,['Complete'],['Portola'],94.0,2025-09-15 08:45:58,Collector,True,137.0
2583000,1,['5-Lump Speed Cushion'],1,1.0,2024-10-01,2024-10-01,1,True,['Complete'],['Portola'],87.0,2025-09-15 08:45:59,Collector,True,349.0
2614000,1,['Speed Hump'],1,1.0,2021-04-01,2021-04-01,1,True,['Complete'],['Anza Vista'],78.0,2025-09-15 08:45:59,Residential,True,1628.0
2615000,1,['Speed Hump'],1,1.0,2021-04-01,2021-04-01,1,True,['Complete'],['Anza Vista'],92.0,2025-09-15 08:45:59,Residential,True,1628.0
2638000,1,['Speed Hump'],1,1.0,2019-12-01,2019-12-01,1,True,['Complete'],['Marina'],93.0,2025-09-15 08:46:00,Residential,True,2115.0
2642000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Marina'],94.0,2025-09-15 08:46:00,Residential,True,
2679000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Outer Richmond'],82.0,2025-08-17 08:20:50,Collector,True,
2696000,1,['Speed Hump'],1,1.0,2014-01-01,2014-01-01,1,True,['Complete'],['Forest Hills Extension'],76.0,2025-09-05 09:11:17,Residential,True,4265.0
2697000,1,['Speed Bump'],1,1.0,,,1,True,['Complete'],['Hunters Point'],83.0,2025-09-22 09:11:17,Residential,True,
2718000,1,['Speed Hump'],1,1.0,2017-05-01,2017-05-01,1,True,['Complete'],['Bernal Heights'],74.0,2025-09-15 08:46:00,Residential,True,3059.0
2743000,1,['Speed Hump'],1,2.0,2017-04-01,2017-04-01,1,True,['Complete'],['The Mission'],82.0,2025-09-15 08:46:01,Residential,True,3089.0
2744000,1,['Speed Hump'],1,1.0,2020-03-01,2020-03-01,1,True,['Complete'],['Mission District'],71.0,2025-09-15 08:46:01,Residential,True,2024.0
2831000,1,['3-Lump Speed Cushion'],1,1.0,2023-09-01,2023-09-01,1,True,['Complete'],['Silver Terrace'],100.0,2025-03-27 10:35:48,Residential,True,573.0
2832000,1,['3-Lump Speed Cushion'],1,1.0,2023-09-01,2023-09-01,1,True,['Complete'],['Silver Terrace'],100.0,2025-03-27 10:35:48,Residential,True,573.0
2833000,1,[],0,,,,0,False,['Pending construction'],['Silver Terrace'],100.0,2025-03-27 10:35:48,Residential,True,
2856000,1,['3-Lump Speed Cushion'],1,1.0,2021-08-01,2021-08-01,1,True,['Complete'],['Marina'],90.0,2025-09-15 08:46:02,Residential,True,1506.0
2859000,1,['3-Lump Speed Cushion'],1,2.0,2023-10-01,2023-10-01,1,True,['Complete'],['Merced Manor'],82.0,2025-09-17 09:11:18,Residential,True,717.0
2861000,1,['Speed Hump'],1,1.0,2016-03-01,2016-03-01,1,True,['Complete'],['Glen Park'],85.0,2025-09-29 09:11:18,Residential,True,3499.0
2862000,1,['Speed Hump'],1,3.0,2016-03-01,2016-03-01,1,True,['Complete'],['Glen Park'],88.0,2025-09-29 09:11:18,Residential,True,3499.0
2872000,1,['3-Lump Speed Cushion'],1,1.0,2025-12-01,2025-12-01,1,True,['Complete'],['Lone Mountain'],47.0,2025-09-15 08:46:02,Residential,True,-77.0
2875000,1,['Speed Hump'],1,2.0,2022-05-01,2022-05-01,1,True,['Complete'],['Duboce Triangle'],70.0,2025-10-06 09:10:28,Residential,True,1254.0
2883000,1,['Speed Bump'],1,0.0,,,1,True,['Complete'],['Duboce Triangle'],81.0,2025-10-06 09:11:19,Residential,True,
2909000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Cole Valley'],83.0,2025-09-28 09:11:19,Residential,True,
2915000,1,['Speed Table'],1,1.0,,,0,False,['Pending construction'],['Fairmount'],93.0,2025-09-30 09:11:19,Residential,True,
2916000,1,['Speed Table'],1,1.0,,,0,False,['Pending construction'],['Fairmount'],93.0,2025-09-30 09:11:19,Residential,True,
2917000,1,['Speed Table'],1,1.0,,,0,False,['Pending construction'],['Fairmount'],94.0,2025-09-30 09:11:19,Residential,True,
2927000,1,['Speed Table'],1,1.0,,,0,False,['Pending construction'],"[""St. Mary's Park""]",82.0,2025-09-15 08:46:02,Residential,True,
2940000,1,['Speed Hump'],1,1.0,2005-05-01,2005-05-01,1,True,['Complete'],['Bernal Heights South'],100.0,2010-11-30 10:16:08,,True,2039.0
2955000,1,['3-Lump Speed Cushion'],1,4.0,2022-04-01,2022-04-01,1,True,['Complete'],['Mission Bay'],72.0,2025-08-01 08:20:13,Residential,True,1218.0
2958000,1,['Speed Bump'],1,1.0,,,1,True,['Complete'],['Hunters Point'],60.0,2025-09-30 09:11:19,Residential,True,
2969000,1,['Speed Hump'],1,1.0,2014-01-01,2014-01-01,1,True,['Complete'],['Merced Heights'],84.0,2025-09-15 08:46:03,Residential,True,4275.0
2989000,1,['4-Lump Speed Cushion'],1,1.0,,,0,False,['Pending construction'],['Little Hollywood'],67.0,2025-09-22 09:11:20,Collector,True,
2990000,1,['4-Lump Speed Cushion'],1,1.0,,,0,False,['Pending construction'],['Little Hollywood'],68.0,2025-09-22 09:11:20,Collector,True,
2991000,1,['4-Lump Speed Cushion'],1,1.0,,,0,False,['Pending construction'],['Little Hollywood'],61.0,2025-09-22 09:11:20,Collector,True,
3006000,1,['Speed Hump'],1,2.0,2022-06-01,2022-06-01,1,True,['Complete'],['Holly Park'],63.0,2025-09-15 08:46:03,Residential,True,1202.0
3007000,1,['Speed Hump'],1,1.0,,,1,True,['Complete'],['Bernal Heights South'],84.0,2025-09-15 08:46:03,Residential,True,
3025201,1,['5-Lump Speed Cushion'],1,1.0,2021-03-01,2021-03-01,1,True,['Complete'],['Mission Terrace'],46.0,2009-08-10 15:43:09,,True,-4221.0
3050000,1,['Raised Crosswalk'],1,1.0,2018-09-01,2018-09-01,1,True,['Complete'],['Golden Gate Park'],57.0,2008-10-29 13:59:26,,True,-3594.0
3094000,1,['3-Lump Speed Cushion'],1,1.0,2023-08-01,2023-08-01,1,True,['Complete'],['Excelsior'],46.0,2025-09-15 08:46:04,Residential,True,776.0
3096000,1,['3-Lump Speed Cushion'],1,1.0,2023-08-01,2023-08-01,1,True,['Complete'],['Excelsior'],63.0,2025-09-15 08:46:04,Residential,True,776.0
3098000,1,['3-Lump Speed Cushion'],1,1.0,2023-08-01,2023-08-01,1,True,['Complete'],['Excelsior'],74.0,2025-09-15 08:46:04,Residential,True,776.0
3100000,1,['3-Lump Speed Cushion'],1,1.0,2023-08-01,2023-08-01,1,True,['Complete'],['Excelsior'],85.0,2025-09-15 08:46:04,Residential,True,776.0
3105001,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Excelsior'],71.0,2025-09-15 08:45:42,Residential,True,
3111000,1,['3-Lump Speed Cushion'],1,1.0,2018-04-01,2018-04-01,1,True,['Complete'],['Monterey Heights'],82.0,2025-09-18 09:11:21,Residential,True,2727.0
3121000,1,['Speed Hump'],1,2.0,,,1,True,['Complete'],['Silver Terrace'],57.0,2025-09-23 09:11:21,Residential,True,
3122000,1,['Speed Hump'],1,2.0,,,1,True,['Complete'],['Silver Terrace'],74.0,2025-09-23 09:11:21,Residential,True,
3123000,1,['Speed Hump'],1,2.0,,,1,True,['Complete'],['Silver Terrace'],84.0,2025-09-23 09:11:21,Residential,True,
3124000,1,['Speed Hump'],1,2.0,,,1,True,['Complete'],['Silver Terrace'],85.0,2025-09-23 09:11:21,Residential,True,
3128000,1,['3-Lump Speed Cushion'],1,2.0,,,0,False,['Pending construction'],['Merced Heights'],92.0,2025-09-15 08:46:05,Residential,True,
3131000,1,['Speed Hump'],1,1.0,2014-01-01,2014-01-01,1,True,['Complete'],['Merced Heights'],62.0,2025-09-15 08:46:05,Residential,True,4275.0
3137000,1,['Edgeline'],1,0.0,,,1,True,['Complete'],['Oceanview'],42.0,2025-09-15 08:46:05,Collector,True,
3138000,1,['Edgeline'],1,0.0,,,1,True,['Complete'],['Oceanview'],49.0,2025-09-15 08:46:05,Collector,True,
3139000,1,['Edgeline'],1,0.0,,,1,True,['Complete'],['Oceanview'],33.0,2025-09-15 08:46:05,Collector,True,
3157000,1,['Speed Hump'],1,1.0,2024-08-01,2024-08-01,1,True,['Complete'],['Russian Hill'],80.0,2025-08-15 08:20:57,Residential,True,379.0
3205000,1,['Speed Hump'],1,1.0,2024-07-01,2024-07-01,1,True,['Complete'],['Lower Pacific Heights'],90.0,2025-09-15 08:46:06,Residential,True,441.0
3228000,1,['Speed Hump'],1,1.0,2007-05-01,2007-05-01,1,True,['Complete'],['Glen Park'],64.0,2025-09-16 09:11:21,Residential,True,6713.0
3234000,1,['3-Lump Speed Cushion'],1,3.0,2026-03-01,2026-03-01,1,True,['Complete'],['Sunnydale'],72.0,2025-09-23 09:10:29,Residential,True,-159.0
3256000,1,['3-Lump Speed Cushion'],1,1.0,2022-03-01,2022-03-01,1,True,['Complete'],['Crocker Amazon'],82.0,2025-09-15 08:46:08,Residential,True,1294.0
3257000,1,['3-Lump Speed Cushion'],1,2.0,2022-03-01,2022-03-01,1,True,['Complete'],['Crocker Amazon'],93.0,2025-09-15 08:46:08,Residential,True,1294.0
3258000,1,['Speed Hump'],1,1.0,2019-06-01,2019-06-01,1,True,['Complete'],['Crocker Amazon'],79.0,2025-09-15 08:46:08,Residential,True,2298.0
3272000,1,['Edgeline'],1,2.0,2014-01-01,2014-01-01,1,True,['Complete'],['Visitacion Valley'],79.0,2025-09-23 09:11:22,Residential,True,4283.0
3311000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Mission District'],91.0,2025-09-15 08:46:09,Collector,True,
3312000,1,['5-Lump Speed Cushion'],1,2.0,2025-08-01,2025-08-01,1,True,['Complete'],['Mission District'],89.0,2025-09-15 08:46:09,Collector,True,45.0
3362000,1,['Speed Hump'],1,2.0,2020-07-01,2020-07-01,1,True,['Complete'],['Buena Vista'],89.0,2025-07-09 08:21:00,Residential,True,1834.0
3363000,1,['Speed Hump'],1,2.0,2020-07-01,2020-07-01,1,True,['Complete'],['Buena Vista'],93.0,2025-10-06 09:11:22,Residential,True,1923.0
3364000,1,['Edgeline'],1,1.0,2014-01-01,2014-01-01,1,True,['Complete'],['Buena Vista Park'],95.0,2025-10-06 09:11:23,Residential,True,4296.0
3365000,2,"['5-Lump Speed Cushion', 'Edgeline']",2,4.0,2014-01-01,2026-04-01,2,True,['Complete'],"['Buena Vista', 'Buena Vista Park']",93.0,2025-10-06 09:11:23,Residential,True,4296.0
3367000,1,['Edgeline'],1,1.0,2014-01-01,2014-01-01,1,True,['Complete'],['Buena Vista Park'],93.0,2025-10-06 09:11:23,Residential,True,4296.0
3368000,1,['Edgeline'],1,1.0,2014-01-01,2014-01-01,1,True,['Complete'],['Buena Vista Park'],91.0,2025-10-06 09:11:23,Residential,True,4296.0
3380000,2,[],0,,,,0,False,['Pending design review and approval'],['Twin Peaks'],,,,False,
3408000,1,['Speed Hump'],1,1.0,,,1,True,['Complete'],['Portola'],74.0,2025-09-15 08:46:10,Residential,True,
3464000,2,['Speed Hump'],1,3.0,2019-06-01,2021-02-01,1,True,"['Complete', 'Obsolete']",['Merced Heights'],81.0,2025-09-15 08:46:11,Residential,True,2298.0
3465000,1,['Speed Hump'],1,2.0,,,1,True,['Complete'],['Ingleside'],91.0,2025-09-15 08:46:11,Residential,True,
3484000,1,['Speed Hump'],1,1.0,2020-07-01,2020-07-01,1,True,['Complete'],['Inner Richmond'],80.0,2025-08-02 08:21:02,Residential,True,1858.0
3518099,1,['3-Lump Speed Cushion'],1,2.0,2023-08-01,2023-08-01,1,True,['Complete'],['Oceanview'],85.0,2025-09-15 08:46:09,Residential,True,776.0
3597000,1,['Speed Hump'],1,2.0,2022-01-01,2022-01-01,1,True,['Complete'],['Lake'],46.0,2025-08-17 08:21:06,Arterial,True,1324.0
3619000,1,['3-Lump Speed Cushion'],1,1.0,2025-12-01,2025-12-01,1,True,['Complete'],['University Mound'],94.0,2025-09-15 08:46:14,Residential,True,-77.0
3620000,1,['3-Lump Speed Cushion'],1,2.0,2025-12-01,2025-12-01,1,True,['Complete'],['University Mound'],65.0,2025-09-15 08:46:14,Residential,True,-77.0
3622000,2,['Speed Table'],1,3.0,2025-12-01,2025-12-01,1,True,"['Complete', 'Pending design review and approval']","['Portola', 'University Mound']",76.0,2025-09-15 08:46:14,Residential,True,-77.0
3623000,1,['Speed Table'],1,2.0,2025-12-01,2025-12-01,1,True,['Complete'],['University Mound'],93.0,2025-09-15 08:46:14,Residential,True,-77.0
3624000,1,['Speed Cushion'],1,2.0,2023-09-01,2023-09-01,1,True,['Complete'],['University Mound'],93.0,2025-09-15 08:46:14,Residential,True,745.0
3625000,1,['Speed Hump'],1,1.0,2023-09-01,2023-09-01,1,True,['Complete'],['University Mound'],70.0,2025-09-15 08:46:14,Residential,True,745.0
3626000,1,['3-Lump Speed Cushion'],1,2.0,,,0,False,['Pending construction'],['University Mound'],90.0,2025-09-15 08:46:14,Residential,True,
3633000,1,['Speed Hump'],1,1.0,,,1,True,['Complete'],[],,,,False,
3634000,1,['Speed Bump'],1,1.0,,,1,True,['Complete'],[],,,,False,
3674000,1,['3-Lump Speed Cushion'],1,2.0,2023-07-01,2023-07-01,0,False,['Pending construction'],['Mission District'],50.0,2025-09-15 08:46:16,Residential,True,807.0
3676000,1,['3-Lump Speed Cushion'],1,2.0,2023-07-01,2023-07-01,1,True,['Complete'],['Mission District'],100.0,2025-12-10 09:37:44,Residential,True,893.0
3678000,1,['3-Lump Speed Cushion'],1,2.0,2023-07-01,2023-07-01,0,False,['Pending construction'],['Mission District'],91.0,2025-09-15 08:46:16,Residential,True,807.0
3680000,1,['Speed Hump'],1,2.0,2020-06-01,2020-06-01,1,True,['Complete'],['Mission District'],83.0,2025-09-15 08:46:16,Residential,True,1932.0
3681000,1,['Speed Hump'],1,2.0,2020-06-01,2020-06-01,1,True,['Complete'],['Mission District'],89.0,2025-09-15 08:46:16,Residential,True,1932.0
3717000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Potrero Hill'],56.0,2025-09-25 09:11:24,Residential,True,
3718000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Potrero Hill'],92.0,2025-09-25 09:11:24,Residential,True,
3719000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Potrero Hill'],81.0,2025-09-25 09:11:24,Residential,True,
3733000,1,['3-Lump Speed Cushion'],1,1.0,2023-06-01,2023-06-01,1,True,['Complete'],['Hunters Point'],54.0,2002-11-20 00:00:00,,True,-7498.0
3738000,1,['3-Lump Speed Cushion'],1,2.0,2023-07-01,2023-07-01,0,False,[],['Bayview District'],66.0,2025-09-21 09:11:25,Arterial,True,813.0
3760101,1,['Speed Bump'],1,1.0,,,1,True,['Complete'],['Hunters Point'],85.0,2025-09-30 09:11:25,Residential,True,
3760201,1,['Speed Bump'],1,1.0,,,1,True,['Complete'],['Hunters Point'],84.0,2025-09-30 09:11:25,Residential,True,
3779000,1,['Speed Hump'],1,1.0,2008-04-01,2008-04-01,1,True,['Complete'],['Telegraph Hill'],83.0,2025-08-01 08:21:07,Residential,True,6331.0
3784000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Duboce Triangle'],58.0,2025-09-21 09:11:26,Arterial,True,
3805000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Noe Valley'],86.0,2025-09-18 09:11:27,Residential,True,
3806000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Noe Valley'],82.0,2025-09-18 09:11:27,Residential,True,
3822000,1,['3-Lump Speed Cushion'],1,1.0,2024-09-01,2024-09-01,1,True,['Complete'],['Mission Terrace'],75.0,2025-09-15 08:46:17,Residential,True,379.0
3828000,1,['3-Lump Speed Cushion'],1,1.0,2024-09-01,2024-09-01,1,True,['Complete'],['Mission Terrace'],86.0,2025-09-15 08:46:17,Residential,True,379.0
3829000,1,['3-Lump Speed Cushion'],1,2.0,2025-03-01,2025-03-01,1,True,['Complete'],['Mission Terrace'],83.0,2025-09-15 08:46:17,Residential,True,198.0
3830000,1,['3-Lump Speed Cushion'],1,1.0,2025-03-01,2025-03-01,1,True,['Complete'],['Mission Terrace'],70.0,2025-09-15 08:46:18,Residential,True,198.0
3832000,1,['Speed Hump'],1,1.0,2017-05-01,2017-05-01,1,True,['Complete'],['Cayuga'],88.0,2025-09-15 08:46:18,Residential,True,3059.0
3833000,1,['Speed Hump'],1,1.0,2017-04-01,2017-04-01,1,True,['Complete'],['Cayuga'],92.0,2025-09-15 08:46:18,Residential,True,3089.0
3834000,1,['Speed Hump'],1,1.0,2020-01-01,2020-01-01,1,True,['Complete'],['Cayuga'],85.0,2025-09-15 08:46:18,Residential,True,2084.0
3836000,1,['Speed Hump'],1,1.0,2020-06-01,2020-06-01,1,True,['Complete'],['Cayuga'],91.0,2025-09-15 08:46:18,Residential,True,1932.0
3841000,1,['Speed Hump'],1,1.0,2016-01-01,2016-01-01,1,True,['Complete'],['Outer Mission'],72.0,2025-09-15 08:46:18,Residential,True,3545.0
3852000,1,['3-Lump Speed Cushion'],1,1.0,2022-03-01,2022-03-01,1,True,['Complete'],['Outer Mission'],91.0,2025-09-15 08:46:18,Residential,True,1294.0
3853000,1,['Speed Hump'],1,1.0,2022-01-01,2022-01-01,1,True,['Complete'],['Golden Gate Heights'],90.0,2025-09-02 09:11:27,Residential,True,1340.0
3854000,1,[],0,,,,0,False,['Pending design review and approval'],['Golden Gate Heights'],85.0,2025-09-02 09:11:27,Residential,True,
3857000,1,['Speed Hump'],1,1.0,,,1,True,['Complete'],['Ingleside Terrace'],71.0,2025-09-17 09:11:27,Residential,True,
3871000,1,['Speed Hump'],1,1.0,2018-12-01,2018-12-01,1,True,['Complete'],['Ingleside Terrace'],82.0,2025-09-17 09:11:27,Collector,True,2482.0
3872000,1,['Speed Hump'],1,1.0,2018-12-01,2018-12-01,1,True,['Complete'],['Ingleside Terrace'],79.0,2025-09-17 09:11:27,Collector,True,2482.0
3874000,1,['Speed Hump'],1,1.0,2005-09-01,2005-09-01,1,True,['Complete'],['Marina'],70.0,2025-09-15 08:46:18,Arterial,True,7319.0
3885000,1,['3-Lump Speed Cushion'],1,1.0,2018-10-01,2018-10-01,1,True,['Complete'],['Golden Gate Park'],53.0,2008-10-29 13:59:26,,True,-3624.0
3914000,1,['Speed Bump'],1,1.0,,,1,True,['Complete'],['Miraloma Park'],87.0,2025-09-05 09:11:29,Residential,True,
3917000,1,['3-Lump Speed Cushion'],1,3.0,2022-04-01,2022-04-01,1,True,['Complete'],['Fairmount'],65.0,2025-09-16 09:11:29,Collector,True,1264.0
3926000,1,['Speed Table'],1,2.0,,,0,False,['Pending design review and approval'],['Glen Park'],65.0,2025-09-30 09:11:29,Collector,True,
3929000,1,['Speed Hump'],1,1.0,2021-04-01,2021-04-01,1,True,['Complete'],['Glen Park'],67.0,2025-09-30 09:11:29,Residential,True,1643.0
3930000,2,"['Speed Bump', 'Speed Hump']",2,1.0,2021-04-01,2021-04-01,2,True,['Complete'],['Glen Park'],67.0,2025-09-30 09:11:29,Residential,True,1643.0
3931000,1,['Speed Bump'],1,1.0,2010-01-01,2010-01-01,1,True,['Complete'],['Glen Park'],70.0,2025-09-30 09:11:29,Residential,True,5751.0
3933000,1,['Speed Hump'],1,1.0,2021-04-01,2021-04-01,1,True,['Complete'],['Glen Park'],70.0,2025-09-30 09:11:29,Residential,True,1643.0
3957000,1,['Speed Hump'],1,2.0,2022-01-01,2022-01-01,1,True,['Complete'],['North Beach'],80.0,2025-08-11 08:21:07,Residential,True,1318.0
3999000,1,['Speed Table'],1,1.0,2025-12-01,2025-12-01,1,True,['Complete'],['Forest Knolls'],48.0,2025-09-09 09:11:30,Residential,True,-83.0
4000000,1,['Speed Table'],1,1.0,,,1,True,['Complete'],['Forest Knolls'],51.0,2025-09-09 09:11:30,Residential,True,
4022000,2,['5-Lump Speed Cushion'],1,2.0,2020-03-01,2020-06-01,1,True,"['Complete', 'Obsolete']",['Dolores Heights'],70.0,2025-09-17 09:11:31,Collector,True,2026.0
4023000,2,['5-Lump Speed Cushion'],1,2.0,2020-03-01,2020-06-01,1,True,"['Complete', 'Obsolete']",['Dolores Heights'],69.0,2025-09-17 09:11:31,Collector,True,2026.0
4044000,1,['4-Lump Speed Cushion'],1,1.0,2007-09-01,2007-09-01,1,True,['Complete'],['Sunnyside'],90.0,2025-09-14 09:10:24,Residential,True,6588.0
4046000,1,['Speed Hump'],1,1.0,2007-06-01,2007-06-01,1,True,['Complete'],['Sunnyside'],83.0,2025-09-14 09:10:24,Residential,True,6680.0
4048000,1,['Speed Hump'],1,1.0,2007-06-01,2007-06-01,1,True,['Complete'],['Sunnyside'],70.0,2025-09-02 09:10:24,Residential,True,6668.0
4057000,1,['Speed Hump'],1,1.0,2005-11-01,2005-11-01,1,True,['Complete'],['Financial District South'],85.0,2025-08-01 08:21:08,Residential,True,7213.0
4058000,1,['Speed Hump'],1,1.0,2005-11-01,2005-11-01,1,True,['Complete'],['Financial District South'],85.0,2025-08-01 08:21:08,Residential,True,7213.0
4059000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['South of Market'],77.0,2025-08-01 08:21:08,Residential,True,
4064000,1,['5-Lump Speed Cushion'],1,2.0,2021-04-01,2021-04-01,1,True,['Complete'],['West Portal'],54.0,2025-09-02 09:11:32,Arterial,True,1615.0
4072000,1,['Speed Radar Sign'],1,1.0,2016-07-01,2016-07-01,1,True,['Complete'],['Forest Knolls'],100.0,2026-03-04 16:50:07,Arterial,True,3533.0
4104000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Nob Hill'],,,,False,
4133000,1,['Speed Hump'],1,2.0,2021-03-01,2021-03-01,1,True,['Complete'],['Haight Ashbury'],74.0,2025-08-17 08:21:09,Arterial,True,1630.0
4134000,1,['5-Lump Speed Cushion'],1,1.0,2020-12-01,2020-12-01,1,True,['Complete'],['Cole Valley'],70.0,2025-09-28 09:11:33,Arterial,True,1762.0
4135000,1,['5-Lump Speed Cushion'],1,1.0,2020-12-01,2020-12-01,1,True,['Complete'],['Cole Valley'],61.0,2025-09-28 09:11:33,Arterial,True,1762.0
4136000,2,"['3-Lump Speed Cushion', 'Edgeline']",2,3.0,,,1,True,"['Complete', 'Pending construction']",['Parnassus - Ashbury Heights'],77.0,2025-09-28 09:11:33,Arterial,True,
4145000,1,['3-Lump Speed Cushion'],1,2.0,2023-08-01,2023-08-01,1,True,['Complete'],['Lakeshore'],60.0,2025-09-01 09:11:33,Residential,True,762.0
4146000,1,['3-Lump Speed Cushion'],1,1.0,2025-12-01,2025-12-01,1,True,['Complete'],['Lakeshore'],83.0,2025-09-01 09:11:33,Residential,True,-91.0
4147000,1,['3-Lump Speed Cushion'],1,1.0,2025-12-01,2025-12-01,1,True,['Complete'],['Lakeshore'],80.0,2025-09-01 09:11:33,Residential,True,-91.0
