"row_id","objectid","cnn","nhood","streetname","district","from_st","to_st","project_location","tc_measure","units","install_mo","install_yr","install_datetime","fiscal_yr","program","current_status","current_ti","next_step","next_step_2","shape","data_as_of","data_loaded_at"
"4803",,"4767000","Glen Park","DIAMOND ST","8","PENNY LN","SURREY ST","Diamond Street from Penny Lane to Surrey Street",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.43456363 37.73677873, -122.434401271 37.736198545)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4807",,"5408000","Oceanview","FARALLONES ST","11","CAPITOL AVE","ORIZABA AVE","Farallones Street from Capitol Avenue to Orizaba Avenue",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.459035385 37.714055302, -122.462588725 37.714029539)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4809",,"5526000","Cow Hollow","FILBERT ST","2","DIVISADERO ST","BRODERICK ST","Filbert Street from Divisadero Street to Broderick Street",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.443949955 37.796968589, -122.442279288 37.797181193)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4816",,"7231000","Bayview District","INGALLS ST","10","VAN DYKE AVE","WALLACE AVE","Ingalls Street from Van Dyke AVenue to Wallace Avenue",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.386800106 37.725985666, -122.387368261 37.725354105)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4817",,"7232000","Bayview District","INGALLS ST","10","WALLACE AVE","YOSEMITE AVE","Ingalls Street from Wallace Avenue to Yosemite Avenue",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.387368261 37.725354105, -122.387930495 37.72472911)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4818",,"7233000","Bayview District","INGALLS ST","10","YOSEMITE AVE","ARMSTRONG AVE","Ingalls Street from Yosemite Avenut to Armstrong Avenue",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.387930495 37.72472911, -122.388496208 37.724100235)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4819",,"7234000","Bayview District","INGALLS ST","10","ARMSTRONG AVE","BANCROFT AVE","Ingalls Street from Armstrong Avenue to Bancroft Avenue",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.388496208 37.724100235, -122.389052681 37.723481619)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4820",,"7479000","Bayview","JENNINGS ST","10","VAN DYKE AVE","WALLACE AVE","Jennings Street from Van Dyke Avenue to Wallace Avenue",,,,,,"FY 2024-2025_Q1","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.388672812 37.727044146, -122.389237753 37.72641515)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4821",,"7480000","Bayview","JENNINGS ST","10","WALLACE AVE","YOSEMITE AVE","Jennings Street from Wallace Avenue to Yosemite Avenue",,,,,,"FY 2024-2025_Q1","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.389237753 37.72641515, -122.389800707 37.72579056)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4822",,"7481000","Bayview","JENNINGS ST","10","YOSEMITE AVE","ARMSTRONG AVE","Jennings Street from Yosemite Avenue to Armstrong Avenue",,,,,,"FY 2024-2025_Q1","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.389800707 37.72579056, -122.390362708 37.725167206)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4823",,"7482000","Bayview","JENNINGS ST","10","ARMSTRONG AVE","BANCROFT AVE","Jennings Street from Armstrong Avenue to Bancroft Avenue",,,,,,"FY 2024-2025_Q1","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.390362708 37.725167206, -122.390924328 37.724543875)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4828",,"8004000","Fairmount","LAIDLEY ST","8","HARPER ST","FAIRMOUNT ST","Laidley Streett from Harper Street to Fairmount Street",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.430349553 37.740199607, -122.428244907 37.738996115, -122.428104829 37.738676315)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4830",,"8280000","Ocean View","LEE AVE","11","LAKEVIEW AVE","GRAFTON AVE","Lee Avenue from Lakeview Avenue to Grafton Avenue",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.454096162 37.720038193, -122.454081722 37.718173756)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4836",,"9397000","Crocker Amazon","MORSE ST","11","WHIPPLE ST","WHITTIER ST","Morse Street from Whipple Street to Whittier Street",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.447497221 37.710574228, -122.447987589 37.71040264, -122.448376962 37.710372708)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4837",,"9579000","Silver Terrace","NEWHALL ST","10","BAYVIEW ST","TOPEKA AVE","Newhall Street from Bayview Street to Topeka Avenue",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.394678075 37.732918142, -122.395516152 37.73197173, -122.395726165 37.731911772)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4838",,"9956000","Cayuga","ONONDOGA AVE","11","WANDA ST","OTSEGO AVE","Onondoga Avenue from Wanda Street to Otsego Avenue",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.441430619 37.722725671, -122.440541273 37.722375127)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4841",,"11678000","Silver Terrace","SCOTIA AVE","10","QUINT ST","MADDUX AVE","Scotia Avenue from Quint Street to Maddux Avenue",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.400565512 37.732861381, -122.400021616 37.732310524)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4842",,"11679000","Bayview","SCOTIA AVE","10","MADDUX AVE","THORNTON AVE","Scotia Avenue from Maddux Avenue to Thornton Avenue",,,,,,,,,,,,"LINESTRING (-122.400021616 37.732310524, -122.399423246 37.731703098)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4844",,"12190000","Sunnyside","STILLINGS AVE","7","MALTA DR","DETROIT ST","Stillings Avenue from Malta Drive to Detroit Street",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.442971182 37.734564428, -122.444336618 37.734557438)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4849",,"13780000","Bayview District","YOSEMITE AVE","10","INGALLS ST","JENNINGS ST","Yosemite Avenue from Ingalls Street to Jennings Street",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.387930495 37.72472911, -122.389800707 37.72579056)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4850",,"13781000","Bayview District","YOSEMITE AVE","10","JENNINGS ST","KEITH ST","Yosemite Avenue from Jennings Street to Keith Street",,,,,,"FY 2023-2024_Q1","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.389800707 37.72579056, -122.391669816 37.726851324)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4851",,"766000","Golden Gate Heights","17TH AVE","7","QUINTARA ST","RIVERA ST","17th Avenue from Quintara Street to Rivera Street",,,,,,"FY 2023-2024_Q2","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.473945692 37.748739504, -122.473816079 37.746874084)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4865",,"1812000","Parkside","36TH AVE","4","RIVERA ST","SANTIAGO ST","36th Avenue from Rivera Street to Santiago Street",,,,,,"FY 2023-2024_Q2","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.494166942 37.745975372, -122.494038473 37.744115445)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4868",,"1935000","Outer Sunset","42ND AVE","4","KIRKHAM ST","LAWTON ST","42nd Avenue from Kirkham Street to Lawton Street",,,,,,"FY 2023-2024_Q2","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.501505399 37.758747221, -122.501374215 37.756881823)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4869",,"1935000","Outer Richmond","43RD AVE","1","GEARY BLVD","ANZA ST","43rd Avenue from Geary Boulevard to Anza Street",,,,,,"FY 2023-2024_Q2","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.504020633 37.779208482, -122.503880621 37.777287311)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4870",,"1961000","Outer Sunset","43RD AVE","4","ORTEGA ST","PACHECO ST","43rd Avenue from Ortega Street to  Pacheco Street",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.502060321 37.751239765, -122.501929916 37.749377411)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4872",,"1961000","Midtown Terrace","AQUAVISTA WY","7","SKYVIEW WY","MARVIEW WY","Aquavista Way from Skyview Way to Marview Way",,,,,,"FY 2023-2024_Q2","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.450020192 37.751134853, -122.449818468 37.751170815, -122.449657719 37.75126024, -122.449537612 37.751398182, -122.449222626 37.752826419, -122.449202353 37.752987617, -122.44919759 37.753090856, -122.449195253 37.753141526, -122.449204685 37.75325714, -122.449211671 37.753342774, -122.44923128 37.753446146, -122.449250447 37.753547188, -122.449338625 37.753766694, -122.449567372 37.754139767)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4874",,"3380000","Twin Peaks","BURNETT AVE","8","BURNETT AVE NORTH","GARDENSIDE DR","Burnett Avenue from Burnett Avenue North to Gardenside Drive",,,,,,"FY 2023-2024_Q2","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.444218906 37.75558386, -122.444239222 37.755911402, -122.444342123 37.756173024, -122.444485135 37.756353563)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4875",,"3380000","Twin Peaks","BURNETT AVE","8","TWIN PEAKS BLVD","BURNETT AVE NORTH","Burnett Avenue from Twin Peaks Boulevard to Burnett Avenue North",,,,,,"FY 2023-2024_Q2","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.444485135 37.756353562, -122.44454531 37.756429526, -122.444762601 37.756557599, -122.445025996 37.756612153, -122.445282579 37.756573272, -122.445646089 37.75644947, -122.445946403 37.75641333, -122.446950355 37.756550399)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4880",,"5026000","Portola","DWIGHT ST","9","DARTMOUTH ST","COLBY ST","Dwight Street from Darthmouth Street to Colby Street",,,,,,"FY 2023-2024_Q2","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.410000551 37.721973434, -122.41098979 37.721714906)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4881",,"5646000","Miraloma Park","FOERSTER ST","7","LOS PALMOS DR","TERESITA BLVD","Foerster Street from Los Palmos Drive to Teresita Boulevard",,,,,,"FY 2023-2024_Q2","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.448875769 37.735907674, -122.448897971 37.735796718, -122.448884155 37.734446522, -122.448896101 37.734368368, -122.448893154 37.734276937)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4890",,"427000","Inner Richmond","09TH AVE","1","ANZA ST","BALBOA ST","9th Avenue from Anza Street to Balboa Street",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.46735401 37.778945797, -122.467220404 37.77708786)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4892",,"506000","Golden Gate Heights","11TH AVE","7","NORIEGA ST","ORTEGA ST","11th Avenue from Noriega Street to Ortega Street",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.467802599 37.754626366, -122.467755167 37.754432289, -122.467642627 37.752756209)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4894",,"764000","Golden Gate Heights","17TH AVE","7","ORTEGA ST","PACHECO ST","17th Avenue from Ortega Street to Pacheco Street",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.474205183 37.752471761, -122.474075268 37.750604297)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4895",,"1947000","Parkside","42ND AVE","4","WAWONA ST","SLOAT BLVD","42nd Avenue from Wawona Street to Sloat Boulevard",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.499939276 37.736370532, -122.499870093 37.735368322, -122.499894826 37.735164009, -122.500076214 37.734909987)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4898",,"4254000","Bernal Heights","COLERIDGE ST","9","FAIR AVE","ESMERALDA AVE",,,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.418784785 37.745150766, -122.419492494 37.744060295)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4899",,"4255000","Bernal Heights","COLERIDGE ST","9","ESMERALDA AVE","VIRGINIA AVE","Coleridge Street from Esmeralda Avenue to Virginia Avenue",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.419492494 37.744060295, -122.420386697 37.742678715)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4900",,"4340000","Sunnyside","CONGO ST","7","STILLINGS AVE","700 CONGO ST","Congo Street from Stillings Avenue to Congo Street",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.442024205 37.734407991, -122.442019698 37.735402878)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4901",,"5848000","Ashbury Heights","FREDERICK ST","8","ASHBURY ST","DOWNEY ST","Frederick Street from Ashbury Street to Downey Street",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.447199188 37.767110559, -122.446369259 37.767220256)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4902",,"5122000","Seacliff","EL CAMINO DEL MAR","1","26TH AVE","27TH AVE","El Camino Del Mar from 26th Avenue to 27th Avenue",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.486358957 37.787561702, -122.487421759 37.787512148)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4903",,"5639000","Sunnyside","FOERSTER ST","7","STAPLES AVE","FLOOD AVE","Foerster Street from Staples Avenue to Flood Avenue",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.448854952 37.729882308, -122.448849436 37.729072597)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4907",,"9744000","Anza Vista","O'FARRELL ST","2","SAINT JOSEPH'S AVE","LYON ST","O'Farrell Street from Saint Joseoph's Avenue to Lyon Street",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.441671639 37.782233947, -122.441740706 37.782138448, -122.442328626 37.782022911, -122.442851703 37.781956869, -122.443498461 37.781914627, -122.4438312 37.781871642)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4908",,"10222000","Bayview District","PALOU AVE","10","LANE ST","03RD ST","Palou Avenue from Lane Street to 3rd Street",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.389035068 37.732918895, -122.390967889 37.734013872)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4909",,"10815000","Bayview District","QUESADA AVE","10","LANE ST","03RD ST","Quesada Avenue from Lane Street to 3rd Street",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.3896006 37.732289962, -122.391244493 37.733223262)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4911",,"12689000","Mission District","TREAT AVE","9","23RD ST","24TH ST","Treat Avenue from 23rd Street to 24th Street",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.413140889 37.754164581, -122.412995175 37.752572757)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4912",,"13284000","Merced Heights","VICTORIA ST","11","RANDOLPH ST","SARGENT ST","Victoria Street from Randolph Street to Sargent Street",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.465321066 37.716117622, -122.465299721 37.714286977)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4914",,"13695000","Potrero Hill","WISCONSIN ST","10","20ND ST","22ND ST","Wisconsin Street fom 20nd Street to 22nd Street",,,,,,"FY 2023-2024_Q3","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.399181612 37.75985052, -122.398938842 37.757300949)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"5441",,"1051000","Mission District","20TH ST","9","TREAT AVE","FOLSOM ST","20th Street from Treat Avenue to Folsom Street","Speed Hump","1","6","2024","2024/06/01","FY 2019-2020","Schools Engineering Loading Zone TC","Complete",,,,"LINESTRING (-122.413599748 37.758961798, -122.414690031 37.758895989)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"5442",,"5790000","Lower Nob Hill","FRANK NORRIS ST","3","LARKIN ST","POLK ST","Frank Norris Street, from Larkin Street to Polk Street","Speed Hump","2","6","2024","2024/06/01",,"SFPW Streetscape","Complete",,,,"LINESTRING (-122.420401246 37.789165094, -122.418750451 37.789375632)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"5761",,"1565000","Noe Valley","27TH ST","8","CHURCH ST","DOLORES ST","27th Street from Church Street to Dolores Street",,,,,,"FY 2023-2024_Q4","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.426968261 37.74689658, -122.424689794 37.747033403)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6081",,"1592000","Parkside","28TH AVE","4","QUINTARA ST","RIVERA ST","28th Avenue from Quintara Street to Rivera Street",,,,,,"FY 2023-2024_Q4","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.485727248 37.748219783, -122.48559732 37.746354086)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6082",,"2054000","Outer Sunset","47TH AVE","4","SANTIAGO ST","TARAVAL ST","47th Avenue from Santiago Street to Taraval Street",,,,,,"FY 2023-2024_Q4","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.50582381 37.743595634, -122.505690988 37.741716205)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6084",,"2679000","Outer Richmond","BALBOA ST","1","34TH AVE","35TH AVE","Balboa Street, from 34th Avenue to 35th Avenue",,,,,,"FY 2023-2024_Q4","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.494103979 37.775862147, -122.495174854 37.775813279)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6085",,"3311000","Mission District","BRYANT ST","9","21ST ST","22ND ST","Bryant Street, from 21st Street to 22nd Street",,,,,,"FY 2023-2024_Q4","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.409588337 37.757594958, -122.40946746 37.756084505, -122.409433069 37.755998442)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6088",,"5345000","Miraloma Park","EVELYN WY","7","JUANITY WY","CHAVES AVE","Evelyn Way, from Juanita Way to Chaves Avenue",,,,,,"FY 2023-2024_Q4","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.453444917 37.743407921, -122.452940115 37.743024828, -122.452868984 37.742995512)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6089",,"5346000","Miraloma Park","EVELYN WY","7","PORTOLA DR","TERESITA BLVD","Evelyn Way, from Portola Drive to Teresita Boulevard",,,,,,"FY 2023-2024_Q4","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.452868984 37.742995512, -122.452621966 37.742890018, -122.452305935 37.742818535, -122.451981552 37.742797057, -122.451590486 37.742835884, -122.451135066 37.742993232, -122.45098921 37.742966657)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6090",,"5788000","Bernal Heights","FRANCONIA ST","9","BREWSTER ST","POWHATTAN AVE","Franconia Street, from Brewster Street to Powhattan Avenue",,,,,,"FY 2023-2024_Q4","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.408104703 37.74310451, -122.40815695 37.742355727)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6091",,"7485000","Bret Harte","JENNINGS ST","10","DONNER AVE","EGBERT AVE","Jennings Street, from Donner Avenue to Egbert Avenue",,,,,,"FY 2023-2024_Q4","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.392066575 37.723293919, -122.392609697 37.722657957)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6095",,"7933000","Bayview District","LA SALLE AVE","10","MENDELL ST","03RD ST","La Salle Avenue, from Mendell Street to 3rd Street",,,,,,"FY 2023-2024_Q4","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.388652971 37.736482821, -122.389864462 37.737169532)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6097",,"10533000","Westwood Highlands","PLYMOUTH AVE","7","MANGELS AVE","YERBA BUENA AVE","Plymouth Avenue, from Mangels Avenue to Yerba Buena Avenue",,,,,,"FY 2023-2024_Q4","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.458613725 37.732543204, -122.458414192 37.732561644, -122.458191095 37.732535376, -122.457943515 37.73243607, -122.457772775 37.732285845, -122.457688489 37.732178805)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6098",,"10532000","Westwood Highlands","PLYMOUTH AVE","7","MANGELS AVE","MONTEREY BLVD","Plymouth Avenue from Mangels Avenue to Monterey Boulevard",,,,,,"FY 2023-2024_Q4","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.457688489 37.732178805, -122.457612459 37.731862433, -122.457474238 37.730997495)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6099",,"10800000","Bernal Heights","PUTNAM ST","9","TOMPKINS AVE","OGDEN AVE","Putnam Street, from Tompkins Avenue to Ogden Avenue",,,,,,"FY 2023-2024_Q4","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.410998088 37.736929037, -122.411107993 37.735749943)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6100",,"10800000","Bernal Heights","PUTNAM ST","9","OGDEN AVE","CRESCENT AVE","Putnam Street, from Ogden Avenue to Crescent Avenue",,,,,,"FY 2023-2024_Q4","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.411107993 37.735749943, -122.411165809 37.735071656)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6102",,"1383000","Outer Sunset","25TH AVE","4","JUDAH ST","KIRKHAM ST","25th Avenue from Judah Street to Kirkham Street",,,,,,"FY 2024-2025_Q1","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.483423102 37.761417279, -122.483292133 37.759548514)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6103",,"11835000","The Mission","SHOTWELL ST","9","17TH ST","18TH ST","Shotwell Street from 17th Street to 18th Street",,,,,,"FY 2024-2025_Q1","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.416227271 37.763635137, -122.416077986 37.762034002)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6104",,"10750000","Bernal Heights","PRECITA AVE","9","FLORIDA ST","BRYANT ST","Precita Street from Florida Street to Bryant Street",,,,,,"FY 2024-2025_Q1","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.409571727 37.747553213, -122.408663185 37.747952906)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6105",,"4542000","Outer Mission","CRYSTAL ST","11","ALEMANY BLVD","DE LONG ST","Crystal Street from Alemany Boulevard to De Long Street",,,,,,"FY 2024-2025_Q1","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.460482354 37.710322083, -122.460618991 37.710028093, -122.4606129 37.709673494)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6106",,"3105001","Excelsior","BRAZIL AVE","11","DUBLIN ST","MANSELL ST","Brazil Avenue from La Grande Avenue to Mansell Street",,,,,,"FY 2024-2025_Q1","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.425479353 37.720232587, -122.424800889 37.720023893, -122.42403217 37.719926259)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6107",,"9705000","Mt. Davidson Manor","NORTHGATE DR","7","DARIEN WY","MONTEREY BLVD","Northgate Drive from Darien Way to Monterey Boulevard",,,,,,"FY 2024-2025_Q1","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.461524363 37.729318599, -122.461736598 37.730022031)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6108",,"7606000","Sunnyside","JOOST AVE","8","ACADIA ST","LIPPARD AVE","Joost Avenue from Acadia Street to Lippard Avenue",,,,,,"FY 2024-2025_Q1","App-Based","Pending data collection and evaluation","TBD","Pending design review and approval","TBD","LINESTRING (-122.437462036 37.732377405, -122.436238357 37.732382388)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6109",,"7501000","Produce Market","JERROLD AVE","10","TOPLAND ST","UPTON ST","Jerrold Avenue from Topland Street to Upton Street",,,,,,,,,,,,"LINESTRING (-122.398746956 37.744096062, -122.400311437 37.744982277)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
