"row_id","objectid","cnn","nhood","streetname","district","from_st","to_st","project_location","tc_measure","units","install_mo","install_yr","install_datetime","fiscal_yr","program","current_status","current_ti","next_step","next_step_2","shape","data_as_of","data_loaded_at"
"1","24264","8539000","Ingleside Terrace","LUNADO WAY","7","LUNADO CT","CERRITOS AVE \ MERCEDES WY","Lunado Way from Lunado Court to Cerritos Avenue \ Mercedes Way","Speed Hump","0","0","0","1900/01/01","FY 2013-2014",,"Obsolete","<Null>","<Null>","<Null>","LINESTRING (-122.471186243 37.725934637, -122.471132004 37.726787739)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"3","28003","5201000","Bernal Heights","ELLSWORTH ST","9","CRESCENT AVE","ALEMANY BLVD \ I-280 S OFF RAMP \ I-280 S ON RAMP","Ellsworth Street from Crescent Avenue to Alemany Boulevard \ I-280 S Off Ramp \ I-280 S On Ramp","5-Lump Speed Cushion","2","4","2021","2021/04/01","FY 2019-2020","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.414934763 37.734793888, -122.414930374 37.734727803, -122.415044467 37.733555675, -122.415125237 37.733405376, -122.415221675 37.733309928, -122.415404561 37.733221348, -122.416026198 37.733103018, -122.416317631 37.733041745, -122.416615116 37.732899611, -122.416866327 37.732856759, -122.417244309 37.732837687, -122.417731025 37.732852949, -122.418562489 37.732905414, -122.418705729 37.732894317, -122.418858383 37.732820258, -122.418952246 37.732678506, -122.418965756 37.732208479)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"4","26889","6188000","Bret Harte","GILMAN AVE","10","GRIFFITH ST","HAWES ST","Gilman Avenue from Griffith Street to Hawes Street","<Null>","<Null>","<Null>","<Null>",,"FY 2022-2023","App-Based","Pending design review and approval","Jul - Dec 2024","Pending construction","Jan - Jul 2025","LINESTRING (-122.388136868 37.718235643, -122.390019685 37.719298466)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"5","21605","10814000","Bayview District","QUESADA AVE","10","KEITH ST","LANE ST","Quesada Avenue from Keith Street to Lane Street","Traffic Island","1","4","2008","2008/04/01","FY 2007-2008","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.38772939 37.731231789, -122.3896006 37.732289962)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"6","19439","12829000","Bayview District","UNDERWOOD AVE","10","KEITH ST","LANE ST","Underwood Avenue from Keith Street to Lane Street","Speed Hump","1","0","0","1900/01/01",,"Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.389981317 37.728728463, -122.39185242 37.729785555)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"7","19564","12687000","Inner Mission","TREAT AVE","9","21ST ST","22ND ST","Treat Avenue from 21St Street to 22nd Street","Speed Bump","0","0","0","1900/01/01",,,"Obsolete","<Null>","<Null>","<Null>","LINESTRING (-122.413446854 37.757363463, -122.41329405 37.755765915)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"8","24162","8618000","Forest  Hill","MAGELLAN AVE","7","SOLA AVE","PACHECO ST","Magellan Avenue from Sola Avenue to Pacheco Street","Speed Hump","1","1","2018","2018/01/01",,"Dewey Area TC","Obsolete","<Null>","<Null>","<Null>","LINESTRING (-122.459972001 37.747752319, -122.460074395 37.747611729, -122.461615603 37.746402598, -122.461710036 37.746361514)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"9","24263","8538000","Ingleside Terrace","LUNADO WAY","7","ESTERO AVE","LUNADO CT","Lunado Way from Estero Avenue to Lunado Court","Speed Hump","1","12","2014","2014/12/01","FY 2013-2014","Site Specific","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.471304038 37.723720071, -122.471186243 37.725934637)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"10","24264","8539000","Ingleside Terrace","LUNADO WAY","7","LUNADO CT","CERRITOS AVE \ MERCEDES WY","Lunado Way from Lunado Court to Cerritos Avenue \ Mercedes Way","Speed Hump","0","0","0","1900/01/01","FY 2013-2014",,"Obsolete","<Null>","<Null>","<Null>","LINESTRING (-122.471186243 37.725934637, -122.471132004 37.726787739)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"12","24289","8476000","Excelsior","LONDON ST","11","ITALY AVE","FRANCE AVE","London Street from Italy Avenue to France Avenue","3-Lump Speed Cushion","2","8","2023","2023/08/01","FY 2020-2021","App-Based","Complete",,,"<Null>","LINESTRING (-122.438127841 37.718960786, -122.438771213 37.718118882)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"13","30277","3122000","Silver Terrace","BRIDGEVIEW DR","10","TAMPA LN","UNNAMED 021","Bridgeview Drive from Tampa Lane  to Unnamed 21","Speed Hump","2","0","0","1900/01/01",,,"Complete","<Null>","<Null>","<Null>","LINESTRING (-122.396169546 37.734930845, -122.396281959 37.735020265, -122.3965527 37.735344691, -122.396742063 37.735401744, -122.396935312 37.735336306, -122.397266922 37.734864189)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"14","29019","4253000","Bernal Heights","COLERIDGE ST","9","POWERS AVE","FAIR AVE","Coleridge Street from Powers Avenue to Fair Avenue","Speed Hump","1","<Null>","2017",,"FY 2015-2016","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.418401952 37.745734804, -122.418784785 37.745150766)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"15","29415","3930000","Glen Park","CHENERY ST","8","LIPPARD AVE","CHILTON AVE","Chenery Street from Lippard Avenue to Chilton Avenue","Speed Hump","1","4","2021","2021/04/01","FY 2018-2019","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.435550525 37.734796986, -122.435821614 37.734853411, -122.436399821 37.734909712)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"16","29918","3365000","Buena Vista Park","BUENA VISTA AVE EAST","8","BUENA VISTA AVE \ PARK HILL AVE","BUENA VISTA AVE \ UPPER TERR","Buena Vista Avenue East from Buena Vista Avenue \ Park Hill Avenue to Buena Vista Avenue \ Upper Terrace","Edgeline","1","0","2014","2014/01/01",,"TC Implementation","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.4393014 37.768165525, -122.440137464 37.767756872, -122.440604289 37.766954512, -122.441938258 37.765952845, -122.442009458 37.765907094, -122.442166611 37.765887825, -122.44236097 37.765884622, -122.442575244 37.765928284)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"17","28003","5201000","Bernal Heights South","ELLSWORTH ST","9","CRESCENT AVE","ALEMANY BLVD \ I-280 S OFF RAMP \ I-280 S ON RAMP","Ellsworth Street from Crescent Avenue to Alemany Boulevard \ I-280 S Off Ramp \ I-280 S On Ramp","Choker","1","11","2006","2006/11/01","FY 2006-2007","Site Specific","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.414934763 37.734793888, -122.414930374 37.734727803, -122.415044467 37.733555675, -122.415125237 37.733405376, -122.415221675 37.733309928, -122.415404561 37.733221348, -122.416026198 37.733103018, -122.416317631 37.733041745, -122.416615116 37.732899611, -122.416866327 37.732856759, -122.417244309 37.732837687, -122.417731025 37.732852949, -122.418562489 37.732905414, -122.418705729 37.732894317, -122.418858383 37.732820258, -122.418952246 37.732678506, -122.418965756 37.732208479)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"18","28815","4486000","Bernal Heights South","CRESCENT AVE","9","AGNON AVE","MURRAY ST","Crescent Avenue from Agnon Avenue to Murray Street","5-Lump Speed Cushion","1","1","2005","2005/01/01","FY 2004-2005","Areawide","Obsolete","<Null>","<Null>","<Null>","LINESTRING (-122.422120807 37.735152848, -122.420223758 37.735058129)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"19","30188","3123000","Silver Terrace","BRIDGEVIEW DR","10","UNNAMED 021","THORNE WY","Bridgeview Drive from Unnamed 21 to thorne Way","Speed Hump","2","0","0","1900/01/01",,,"Complete","<Null>","<Null>","<Null>","LINESTRING (-122.397266922 37.734864189, -122.397364993 37.734724564, -122.397445857 37.734524541, -122.397683604 37.73351032)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"20","30189","3124000","Silver Terrace","BRIDGEVIEW DR","10","THORNE WAY","TOPEKA AVE","Bridgeview Drive from thorne Way to Topeka Avenue","Speed Hump","2","0","0","1900/01/01",,,"Complete","<Null>","<Null>","<Null>","LINESTRING (-122.397683604 37.73351032, -122.397703547 37.733425243, -122.397689472 37.733278116)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"21","25348","7617000","Jordan Park - Laurel Heights","JORDAN AVE","2","EUCLID AVE","GEARY BLVD","Jordan Avenue from Euclid Avenue to Geary Boulevard","Speed Hump","1","0","0","1900/01/01","Pilot","Areawide Pilot","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.45681322 37.783928912, -122.456629211 37.781439142)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"23","26889","6188000","Bret Harte","GILMAN AVE","10","GRIFFITH ST","HAWES ST","Gilman Avenue from Griffith Street to Hawes Street","5-Lump Speed Cushion","1","3","2021","2021/03/01",,"Miscellaneous","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.388136868 37.718235643, -122.390019685 37.719298466)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"24","24798","8062000","Oceanview","LAKEVIEW AVE","11","CAINE AVE","MAJESTIC AVE","Lakeview Avenue from Caine Avenue to Majestic Avenue","3-Lump Speed Cushion","1","4","2022","2022/04/01","FY 2019-2020","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.451155394 37.716583221, -122.451894992 37.716977508)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"25","22279","10221000","Bayview District","PALOU AVE","10","KEITH ST","LANE ST","Palou Avenue from Keith Street to Lane Street","Speed Hump","0","0","0","1900/01/01","FY 2009-2010","TC Implementation","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.387166512 37.731857471, -122.389035068 37.732918895)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"26","22336","10191000","Jordan Park - Laurel Heights","PALM AVE","2","EUCLID AVE","GEARY BLVD","Palm Avenue from Euclid Avenue to Geary Boulevard","Speed Hump","2","6","2023","2023/06/01","FY 2022-2023","App-Based","Complete",,"<Null>","<Null>","LINESTRING (-122.457922818 37.783874311, -122.457733044 37.781314586)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"27","22341","10196000","Merced Heights","PALMETTO AVE","7","ALEMANY BLVD","CHESTER AVE","Palmetto Avenue from Alemany Boulevard to Chester Avenue","3-Lump Speed Cushion","1","4","2022","2022/04/01","FY 2019-2020","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.46928846 37.710593439, -122.469583958 37.710666161, -122.470421704 37.710653382)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"28","21603","10812000","Bayview District","QUESADA AVE","10","INGALLS ST","JENNINGS ST","Quesada Avenue from Ingalls Street to Jennings Street","Speed Hump","2","3","2021","2021/03/01","<Null>","Bayview QB","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.383993749 37.729111703, -122.38585274 37.730166764)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"29","21605","10814000","Bayview District","QUESADA AVE","10","LANE ST","KEITH ST","Quesada Avenue from Lane Street to Keith Street","Speed Hump","2","12","2022","2022/12/01","<Null>","Bayview QB","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.38772939 37.731231789, -122.3896006 37.732289962)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"30","20974","11406000","Inner Mission","SAN CARLOS ST","9","20TH ST","21ST ST","San Carlos Street from 20th Street to 21st Street","Speed Bump","0","0","0","1900/01/01",,,"Obsolete","<Null>","<Null>","<Null>","LINESTRING (-122.419841317 37.758584926, -122.419689114 37.756987978)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"31","21250","11166000","Lone Mountain","ROSSI AVE","1, 2","ANZA ST","LONE MOUNTAIN TER","Rossi Avenue from Anza Street to Lone Mountain Terrace","Speed Hump","1","10","2005","2005/10/01","FY 2004-2005","Site Specific","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.456496943 37.779695338, -122.456298677 37.778717899)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"32","21251","11167000","Lone Mountain","ROSSI AVE","1","LONE MOUNTAIN TER","TURK BLVD","Rossi Avenue from Lone Mountain Terrace to Turk Boulevard","Speed Hump","1","10","2005","2005/10/01","FY 2004-2005","Site Specific","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.456298677 37.778717899, -122.456050662 37.777499345)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"34","19188","13020000","Corona Heights","URANUS TER","8","17TH ST \ ROOSEVELT WY","DEMING ST","Uranus Terrace from 17th Street \ Roosevelt Way to Deming Street","Speed Bump","0","0","0","1900/01/01",,,"Complete","<Null>","<Null>","<Null>","LINESTRING (-122.445309435 37.761880443, -122.445356861 37.761742884, -122.44559927 37.761217086, -122.4453475 37.760812853, -122.445309433 37.7604808)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"35","18358","13796000","Lakeshore","ZOO RD","7","ARMORY DR","SKYLINE BLVD","Zoo Rd from Armory Drive to Skyline Boulevard","Speed Table","2","<Null>","2019",,"FY 2016-2017","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.499058976 37.73157607, -122.499541959 37.731433161, -122.502621382 37.730211704)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"36","18732","13484000","Parkside","WAWONA ST","4","30TH AVE","33RD AVE","Wawona Street from 30th Avenue to 33rd Avenue","<Null>","<Null>","<Null>","<Null>",,"FY 2022-2023","App-Based","Pending design review and approval","Jul - Dec 2024","Pending construction","Jan - Jul 2025","LINESTRING (-122.487473747 37.73696001, -122.487883946 37.736972903, -122.488261361 37.736979898, -122.488518054 37.73700189, -122.488933343 37.737158042, -122.489172825 37.737387715, -122.489310347 37.737544144, -122.489559639 37.737725144, -122.489794343 37.737821521, -122.489970939 37.737956983)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"37","32966","574000","West Portal","14TH AVE","7","ULLOA ST","VICENTE ST","14th Avenue from Ulloa Street to Vicente Street","Traffic Island","0","0","0","1900/01/01","FY 2009-2010","TC Implementation","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.470104939 37.741425112, -122.469975198 37.739564328)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"38","32243","1199000","Dolores Heights","22ND ST","8","DOLORES ST","CHATTANOOGA ST","22nd Street from Dolores Street to Chattanooga Street","Speed Hump","1","<Null>","2018",,"FY 2016-2017","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.42545718 37.755029079, -122.426634008 37.754962268)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"39","32484","978000","Mission Dolores","19TH ST","8","GUERRERO ST","OAKWOOD ST","19th Street from Guerrero Street to Oakwood Street","Speed Hump","2","5","2022","2022/05/01","FY 2019-2020","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.423641308 37.759967376, -122.424863197 37.75989352)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"40","31496","1951000","Outer Richmond","43RD AVE","1","ANZA ST","BALBOA ST","43rd Avenue from Anza Street to Balboa Street","Speed Hump","0","0","0","1900/01/01","FY 2011-2012","Site Specific","Obsolete","<Null>","<Null>","<Null>","LINESTRING (-122.503880621 37.777287311, -122.503744647 37.77542147)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"41","32660","816000","Corona Heights","17TH ST","8","ORD ST","CORBIN PL","17th Street from Ord Street to Corbin Place","5-Lump Speed Cushion","1","0","2014","2014/01/01","FY 2013-2014","Site Specific","Obsolete","<Null>","<Null>","<Null>","LINESTRING (-122.440168281 37.762186575, -122.442908034 37.762023463)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"42","31551","1912000","Outer Sunset","41ST AVE","4","JUDAH ST","KIRKHAM ST","41St Avenue from Judah Street to Kirkham Street","<Null>","<Null>","<Null>","<Null>",,"FY 2022-2023","App-Based","Pending design review and approval","Jul - Dec 2024","Pending construction","Jan - Jul 2025","LINESTRING (-122.500567327 37.760661321, -122.500436026 37.758793968)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"43","32704","858000","Potrero Hill","18TH ST","10","ARKANSAS ST","CAROLINA ST","18th Street from Arkansas Street to Carolina Street","Speed Hump","2","3","2021","2021/03/01","FY 2018-2019","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.398461204 37.762462868, -122.400389161 37.762346444)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"44","31935","1543000","Seacliff","27TH AVE","1","EL CAMINO DEL MAR","LAKE ST","27th Avenue from El Camino Del Mar to Lake Street","Speed Hump","2","12","2021","2021/12/01","<Null>","Restoration after VL 31B","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.487421759 37.787512147, -122.487286365 37.785648841)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"45","32789","761000","Inner Sunset","17TH AVE","7","LAWTON ST","MORAGA ST","17th Avenue from Lawton Street to Moraga Street","Speed Hump","1","4","2015","2015/04/01","FY 2013-2014","App-Based","Obsolete","<Null>","<Null>","<Null>","LINESTRING (-122.474593733 37.758060928, -122.474463706 37.756202351)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"46","31385","2118000","Mission District","ALABAMA ST","9","24TH ST","25TH ST","Alabama Street from 24th Street to 25th Street","Raised Crosswalk","1","3","2021","2021/03/01","FY 2017-2018","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.410962662 37.752684888, -122.410810712 37.751091688)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"47","31386","2119000","Mission District","ALABAMA ST","9","25TH ST","26TH ST","Alabama Street from 25th Street to 26th Street","<Null>","<Null>","<Null>","<Null>",,"FY 2022-2023","App-Based","Pending design review and approval","Jul - Dec 2024","Pending construction","Jan - Jul 2025","LINESTRING (-122.410810712 37.751091688, -122.410657998 37.749490402)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"49","31391","2124000","Bernal Heights North","ALABAMA ST","9","MULLEN AVE","MONTCALM ST","Alabama Street from Mullen Avenue to Montcalm Street","Chicane","1","12","2006","2006/12/01","FY 2006-2007","Site Specific","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.410564652 37.746323275, -122.410498378 37.745571162)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"50","31392","2125000","Bernal Heights","ALABAMA ST","9","MONTCALM ST","NORWICH ST","Alabama Street from Montcalm Street to Ripley Street","<Null>","<Null>","<Null>","<Null>",,"FY 2022-2023","App-Based","Pending design review and approval","Jul - Dec 2024","Pending construction","Jan - Jul 2025","LINESTRING (-122.410498378 37.745571162, -122.410474281 37.745297698)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"51","31393","2126000","Bernal Heights","ALABAMA ST","9","MONTCALM ST","RUTLEDGE ST","Alabama Street from Montcalm Street to Ripley Street","<Null>","<Null>","<Null>","<Null>",,"FY 2022-2023","App-Based","Pending design review and approval","Jul - Dec 2024","Pending construction","Jan - Jul 2025","LINESTRING (-122.410474281 37.745297698, -122.410440648 37.744917961)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"52","31394","2127000","Bernal Heights","ALABAMA ST","9","RUTLEDGE ST","RIPLEY ST","Alabama Street from Montcalm Street to Ripley Street","<Null>","<Null>","<Null>","<Null>",,"FY 2022-2023","App-Based","Pending design review and approval","Jul - Dec 2024","Pending construction","Jan - Jul 2025","LINESTRING (-122.410440648 37.744917961, -122.41038856 37.744324858)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"53","31401","2043000","Outer Sunset","47TH AVE","4","LINCOLN WAY","IRVING ST","47th Avenue from Lincoln Way to Irving Street","3-Lump Speed Cushion","1","4","2021","2021/04/01","<Null>","Great Highway Traffic Management","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.507262466 37.764116211, -122.507130197 37.762237599)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"54","30786","2614000","Anza Vista","BAKER ST","2","PINAR LN","ANZAVISTA AVE","Baker Street from Pinar Lane  to Anzavista Avenue","Speed Hump","1","4","2021","2021/04/01","FY 2018-2019","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.441743769 37.779866886, -122.441722337 37.77993597, -122.441738808 37.780129615)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"55","30787","2615000","Anza Vista","BAKER ST","2","TERRA VISTA AVE","PINAR LN","Baker Street from Terracera Vista Avenue to Pinar Lane","Speed Hump","1","4","2021","2021/04/01","FY 2017-2018","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.441738808 37.780129615, -122.441751741 37.780281664, -122.441800724 37.780597192, -122.441924687 37.781003277, -122.442127648 37.781528875)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"56","30810","2638000","Marina","BAKER ST","2","FRANCISCO ST","BAY ST","Baker Street from Francisco Street to Bay Street","Speed Hump","1","12","2019","2019/12/01","FY 2016-2017","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.446348362 37.800486488, -122.446530292 37.801417787)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"57","30821","2556000","Excelsior","AVALON AVE","11","PARIS ST","LONDON ST","Avalon Avenue from Paris Street to London Street","3-Lump Speed Cushion","1","8","2023","2023/08/01",,"Excelsior Neighborhood Traffic Calming Project","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.431767135 37.727310674, -122.430965186 37.72692568)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"58","30826","2561000","Excelsior","AVALON AVE","11","NAPLES ST","VIENNA ST","Avalon Avenue from Naples Street to Vienna Street","3-Lump Speed Cushion","1","8","2023","2023/08/01","<Null>","Excelsior Neighborhood Traffic Calming Project","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.427684375 37.725519908, -122.426911706 37.725151044)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"59","30827","2562000","Excelsior","AVALON AVE","11","VIENNA ST","ATHENS ST","Avalon Avenue from Vienna Street to Athens Street","3-Lump Speed Cushion","1","8","2023","2023/08/01","<Null>","Excelsior Neighborhood Traffic Calming Project","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.426911706 37.725151044, -122.426092845 37.724760121)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"61","30871","2514000","Haight Ashbury","ASHBURY ST","5","WALLER ST","FREDERICK ST","Ashbury Street from Waller Street to Frederick Street","5-Lump Speed Cushion","2","10","2020","2020/10/01","FY 2017-2018","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.446744894 37.769074357, -122.446369259 37.767220256)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"62","30874","2517000","Parnassus - Ashbury Heights","ASHBURY ST","8","CLIFFORD TERR","DOWNEY ST","Ashbury Street from Clifford Terrace to Downey Street","Striping","1","0","2014","2014/01/01",,"Early Implementation","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.446073647 37.764187823, -122.446101111 37.764142416, -122.446504706 37.763708381)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"63","30879","2522000","Merced Heights","ASHTON AVE","11","GRAFTON AVE","HOLLOWAY AVE","Ashton Avenue from Grafton Avenue to Holloway Avenue","Speed Hump","1","4","2015","2015/04/01","FY 2013-2014","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.4622544 37.720008573, -122.462264896 37.721694986)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"64","30888","2531000","Excelsior","ATHENS ST","11","MADISON ST","PERU AVE","Athens Street from Madison Street to Peru Avenue","Speed Bump","1","0","0","1900/01/01",,,"Obsolete","<Null>","<Null>","<Null>","LINESTRING (-122.423508669 37.728206723, -122.424925527 37.726322923)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"65","30893","2536000","Excelsior","ATHENS ST","11","BRAZIL AVE","PERSIA AVE","Athens Street from Brazil Avenue to Persia Avenue","Speed Hump","2","6","2020","2020/06/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.428432132 37.721634673, -122.429599154 37.720090315)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"66","30896","2539000","Excelsior","ATHENS ST","11","FRANCE AVE","ITALY AVE","Athens Street from France Avenue to Italy Avenue","Speed Hump","1","6","2007","2007/06/01","FY 2005-2006","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.431952706 37.716976303, -122.43312968 37.715423479)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"67","30900","2543000","Crocker Amazon","ATHENS ST","11","CORDOVA ST","ROLPH ST","Athens Street from Cordova Street to Rolph Street","3-Lump Speed Cushion","1","3","2022","2022/03/01","FY 2019-2020","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.43499916 37.712813132, -122.435067243 37.712711823, -122.435219642 37.712550078, -122.435492037 37.712375744, -122.435843321 37.712261057)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"68","30921","2484101","Bernal Heights North","CESAR CHAVEZ ST","9","ALABAMA ST","HARRISON ST","Cesar Chavez Street from Alabama Street to Harrison Street","Speed Radar Sign","1","0","0","1900/01/01","FY 2004-2005","Arterial","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.410546068 37.748316719, -122.410646524 37.748265057, -122.411341641 37.748249404, -122.411484129 37.748298287)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"69","30938","2492000","Noe Valley","CESAR CHAVEZ ST","8","DOLORES ST","CHURCH ST","Cesar Chavez Street from Dolores Street to Church Street","3-Lump Speed Cushion","2","4","2018","2018/04/01","FY 2015-2016","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.424768281 37.747830304, -122.427045475 37.747695853)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"70","30956","2440000","Potrero Hill","ARKANSAS ST","10","20TH ST","22ND ST","Arkansas Street from 20th Street to 22nd Street","5-Lump Speed Cushion","3","7","2016","2016/07/01","FY 2014-2015","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.398215564 37.759908951, -122.397970344 37.757359223)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"71","30999","2396000","Merced Heights","ARCH ST","11","BROTHERHOOD WAY","RANDOLPH ST","Arch Street from Brotherhood Way to Randolph Street","Speed Hump","2","3","2021","2021/03/01","FY 2016-2017","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.467072691 37.712421871, -122.46709432 37.714273188)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"73","31060","2368000","Anza Vista","ANZAVISTA AVE","2","BARCELONA AVE","VEGA ST","Anzavista Avenue from Barcelona Avenue to Vega Street","Speed Hump","2","3","2021","2021/03/01","FY 2017-2018","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.444466599 37.77945872, -122.445311843 37.77935156, -122.445362781 37.779482029, -122.445409747 37.779719997, -122.445440229 37.780125041)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
